Date,Consumption (Kwh)
04-04-2021 15:00,15.83552941
04-04-2021 16:00,15.64194118
04-04-2021 17:00,14.32647059
04-04-2021 18:00,13.734
04-04-2021 19:00,13.25347059
04-04-2021 20:00,13.00817647
04-04-2021 21:00,11.77576471
04-04-2021 22:00,11.28005882
04-04-2021 23:00,11.11147059
05-04-2021 00:00,9.941529412
05-04-2021 01:00,8.519470588
05-04-2021 02:00,7.855941176
05-04-2021 03:00,7.421764706
05-04-2021 04:00,7.396176471
05-04-2021 05:00,7.500117647
05-04-2021 06:00,7.104882353
05-04-2021 07:00,6.997294118
05-04-2021 08:00,7.365
05-04-2021 09:00,7.562058824
05-04-2021 10:00,7.770882353
05-04-2021 11:00,7.744882353
05-04-2021 12:00,8.023235294
05-04-2021 13:00,8.189117647
05-04-2021 14:00,8.833823529
05-04-2021 15:00,8.912176471
05-04-2021 16:00,9.180058824
05-04-2021 17:00,9.101647059
05-04-2021 18:00,9.769
05-04-2021 19:00,10.13211765
05-04-2021 20:00,10.74305882
05-04-2021 21:00,10.57847059
05-04-2021 22:00,10.60611765
05-04-2021 23:00,10.41952941
06-04-2021 00:00,10.39341176
06-04-2021 01:00,10.59629412
06-04-2021 02:00,10.86994118
06-04-2021 03:00,11.10741176
06-04-2021 04:00,11.02711765
06-04-2021 05:00,11.61270588
06-04-2021 06:00,11.93082353
06-04-2021 07:00,12.03394118
06-04-2021 08:00,12.44476471
06-04-2021 09:00,12.63870588
06-04-2021 10:00,12.79994118
06-04-2021 11:00,12.33947059
06-04-2021 12:00,12.25758824
06-04-2021 13:00,11.93423529
06-04-2021 14:00,11.92341176
06-04-2021 15:00,11.66647059
06-04-2021 16:00,12.58429412
06-04-2021 17:00,12.97988235
06-04-2021 18:00,12.53923529
06-04-2021 19:00,12.59911765
06-04-2021 20:00,12.23758824
06-04-2021 21:00,12.38011765
06-04-2021 22:00,12.13352941
06-04-2021 23:00,12.72611765
07-04-2021 00:00,12.23523529
07-04-2021 01:00,12.219
07-04-2021 02:00,12.28117647
07-04-2021 03:00,12.05264706
07-04-2021 04:00,13.03723529
07-04-2021 05:00,12.81382353
07-04-2021 06:00,12.94864706
07-04-2021 07:00,12.39747059
07-04-2021 08:00,11.95629412
07-04-2021 09:00,11.17311765
07-04-2021 10:00,11.05017647
07-04-2021 11:00,11.32005882
07-04-2021 12:00,11.49023529
07-04-2021 13:00,12.25094118
07-04-2021 14:00,12.05217647
07-04-2021 15:00,11.64105882
07-04-2021 16:00,10.97088235
07-04-2021 17:00,10.97611765
07-04-2021 18:00,10.53341176
07-04-2021 19:00,9.790294118
07-04-2021 20:00,9.707764706
07-04-2021 21:00,8.813823529
07-04-2021 22:00,8.723647059
07-04-2021 23:00,8.971588235
08-04-2021 00:00,9.447705882
08-04-2021 01:00,9.776588235
08-04-2021 02:00,10.08170588
08-04-2021 03:00,9.721235294
08-04-2021 04:00,9.657529412
08-04-2021 05:00,9.038764706
08-04-2021 06:00,8.584823529
08-04-2021 07:00,8.755117647
08-04-2021 08:00,9.021529412
08-04-2021 09:00,9.301882353
08-04-2021 10:00,9.471882353
08-04-2021 11:00,9.852470588
08-04-2021 12:00,10.07229412
08-04-2021 13:00,10.23147059
08-04-2021 14:00,10.20652941
08-04-2021 15:00,10.06088235
08-04-2021 16:00,9.826941176
08-04-2021 17:00,9.461588235
08-04-2021 18:00,9.100117647
08-04-2021 19:00,8.668352941
08-04-2021 20:00,8.657352941
08-04-2021 21:00,8.372470588
08-04-2021 22:00,8.426470588
08-04-2021 23:00,8.339235294
09-04-2021 00:00,8.759352941
09-04-2021 01:00,8.552764706
09-04-2021 02:00,8.140117647
09-04-2021 03:00,7.701941176
09-04-2021 04:00,7.587294118
09-04-2021 05:00,7.711882353
09-04-2021 06:00,8.346294118
09-04-2021 07:00,7.833941176
09-04-2021 08:00,7.685
09-04-2021 09:00,7.361764706
09-04-2021 10:00,7.579235294
09-04-2021 11:00,7.676294118
09-04-2021 12:00,7.983352941
09-04-2021 13:00,8.142647059
09-04-2021 14:00,8.255294118
09-04-2021 15:00,8.242764706
09-04-2021 16:00,8.416352941
09-04-2021 17:00,8.241
09-04-2021 18:00,8.503411765
09-04-2021 19:00,8.742705882
09-04-2021 20:00,9.327705882
09-04-2021 21:00,9.439882353
09-04-2021 22:00,9.594411765
09-04-2021 23:00,9.015647059
10-04-2021 00:00,9.565352941
10-04-2021 01:00,9.913
10-04-2021 02:00,9.981294118
10-04-2021 03:00,9.418647059
10-04-2021 04:00,9.923058824
10-04-2021 05:00,10.23382353
10-04-2021 06:00,9.905470588
10-04-2021 07:00,10.21776471
10-04-2021 08:00,10.16023529
10-04-2021 09:00,10.39376471
10-04-2021 10:00,10.40505882
10-04-2021 11:00,10.37570588
10-04-2021 12:00,10.29358824
10-04-2021 13:00,10.09123529
10-04-2021 14:00,9.831823529
10-04-2021 15:00,9.770235294
10-04-2021 16:00,9.929764706
10-04-2021 17:00,10.05717647
10-04-2021 18:00,10.38647059
10-04-2021 19:00,10.41270588
10-04-2021 20:00,11.26094118
10-04-2021 21:00,10.96229412
10-04-2021 22:00,10.48988235
10-04-2021 23:00,11.09205882
11-04-2021 00:00,11.22023529
11-04-2021 01:00,11.67623529
11-04-2021 02:00,11.17776471
11-04-2021 03:00,10.89935294
11-04-2021 04:00,10.90688235
11-04-2021 05:00,10.77
11-04-2021 06:00,10.67541176
11-04-2021 07:00,10.76141176
11-04-2021 08:00,11.04782353
11-04-2021 09:00,11.23911765
11-04-2021 10:00,11.03576471
11-04-2021 11:00,10.83835294
11-04-2021 12:00,11.01964706
11-04-2021 13:00,10.78088235
11-04-2021 14:00,10.72758824
11-04-2021 15:00,11.00952941
11-04-2021 16:00,10.96529412
11-04-2021 17:00,10.88794118
11-04-2021 18:00,10.91076471
11-04-2021 19:00,11.02194118
11-04-2021 20:00,11.45635294
11-04-2021 21:00,11.97164706
11-04-2021 22:00,12.24582353
11-04-2021 23:00,12.64041176
12-04-2021 00:00,13.43052941
12-04-2021 01:00,13.08952941
12-04-2021 02:00,13.01294118
12-04-2021 03:00,13.03847059
12-04-2021 04:00,13.28394118
12-04-2021 05:00,13.87794118
12-04-2021 06:00,13.48447059
12-04-2021 07:00,13.692
12-04-2021 08:00,13.40864706
12-04-2021 09:00,13.29282353
12-04-2021 10:00,13.57035294
12-04-2021 11:00,13.39317647
12-04-2021 12:00,13.89417647
12-04-2021 13:00,13.56382353
12-04-2021 14:00,13.44705882
12-04-2021 15:00,13.34552941
12-04-2021 16:00,13.184
12-04-2021 17:00,12.87376471
12-04-2021 18:00,13.23782353
12-04-2021 19:00,13.40417647
12-04-2021 20:00,13.613
12-04-2021 21:00,13.73535294
12-04-2021 22:00,13.28235294
12-04-2021 23:00,13.62317647
13-04-2021 00:00,13.19041176
13-04-2021 01:00,13.65241176
13-04-2021 02:00,13.13464706
13-04-2021 03:00,12.27058824
13-04-2021 04:00,11.85647059
13-04-2021 05:00,11.625
13-04-2021 06:00,11.22676471
13-04-2021 07:00,11.10670588
13-04-2021 08:00,10.62035294
13-04-2021 09:00,10.62694118
13-04-2021 10:00,10.16658824
13-04-2021 11:00,10.25047059
13-04-2021 12:00,10.03488235
13-04-2021 13:00,9.752705882
13-04-2021 14:00,9.930058824
13-04-2021 15:00,10.15535294
13-04-2021 16:00,10.06670588
13-04-2021 17:00,10.79317647
13-04-2021 18:00,10.89952941
13-04-2021 19:00,11.81994118
13-04-2021 20:00,12.21182353
13-04-2021 21:00,13.03676471
13-04-2021 22:00,13.39923529
13-04-2021 23:00,14.10982353
14-04-2021 00:00,13.89723529
14-04-2021 01:00,14.70764706
14-04-2021 02:00,14.68935294
14-04-2021 03:00,14.91994118
14-04-2021 04:00,15.19782353
14-04-2021 05:00,15.63535294
14-04-2021 06:00,15.69323529
14-04-2021 07:00,15.12582353
14-04-2021 08:00,15.68029412
14-04-2021 09:00,15.67864706
14-04-2021 10:00,15.24735294
14-04-2021 11:00,15.51529412
14-04-2021 12:00,16.09535294
14-04-2021 13:00,16.68129412
14-04-2021 14:00,16.19029412
14-04-2021 15:00,15.93288235
14-04-2021 16:00,15.94888235
14-04-2021 17:00,16.23623529
14-04-2021 18:00,16.14429412
14-04-2021 19:00,16.41641176
14-04-2021 20:00,16.60270588
14-04-2021 21:00,15.87488235
14-04-2021 22:00,15.78382353
14-04-2021 23:00,15.76335294
15-04-2021 00:00,15.83158824
15-04-2021 01:00,15.27723529
15-04-2021 02:00,15.86223529
15-04-2021 03:00,16.30270588
15-04-2021 04:00,15.76764706
15-04-2021 05:00,15.20705882
15-04-2021 06:00,14.96758824
15-04-2021 07:00,15.19458824
15-04-2021 08:00,15.09111765
15-04-2021 09:00,15.46794118
15-04-2021 10:00,15.47070588
15-04-2021 11:00,15.77770588
15-04-2021 12:00,15.85241176
15-04-2021 13:00,15.73652941
15-04-2021 14:00,15.96658824
15-04-2021 15:00,16.48129412
15-04-2021 16:00,17.24664706
15-04-2021 17:00,17.78870588
15-04-2021 18:00,17.77447059
15-04-2021 19:00,17.64794118
15-04-2021 20:00,17.26329412
15-04-2021 21:00,17.03982353
15-04-2021 22:00,17.05705882
15-04-2021 23:00,17.14058824
16-04-2021 00:00,16.93517647
16-04-2021 01:00,16.83058824
16-04-2021 02:00,16.50464706
16-04-2021 03:00,16.11552941
16-04-2021 04:00,15.641
16-04-2021 05:00,15.20029412
16-04-2021 06:00,15.55141176
16-04-2021 07:00,15.70741176
16-04-2021 08:00,15.09788235
16-04-2021 09:00,15.09794118
16-04-2021 10:00,14.70417647
16-04-2021 11:00,14.26217647
16-04-2021 12:00,14.22147059
16-04-2021 13:00,14.48670588
16-04-2021 14:00,14.39541176
16-04-2021 15:00,13.95447059
16-04-2021 16:00,14.12341176
16-04-2021 17:00,14.27794118
16-04-2021 18:00,14.01311765
16-04-2021 19:00,13.91482353
16-04-2021 20:00,14.52852941
16-04-2021 21:00,14.72417647
16-04-2021 22:00,14.99864706
16-04-2021 23:00,14.96523529
17-04-2021 00:00,14.45335294
17-04-2021 01:00,14.15182353
17-04-2021 02:00,13.30947059
17-04-2021 03:00,13.91158824
17-04-2021 04:00,14.217
17-04-2021 05:00,13.86882353
17-04-2021 06:00,14.22341176
17-04-2021 07:00,14.44711765
17-04-2021 08:00,14.30364706
17-04-2021 09:00,13.86611765
17-04-2021 10:00,13.88488235
17-04-2021 11:00,14.37211765
17-04-2021 12:00,14.16123529
17-04-2021 13:00,13.87658824
17-04-2021 14:00,13.80617647
17-04-2021 15:00,13.61064706
17-04-2021 16:00,13.46276471
17-04-2021 17:00,13.90470588
17-04-2021 18:00,13.94111765
17-04-2021 19:00,14.10223529
17-04-2021 20:00,13.72417647
17-04-2021 21:00,13.82235294
17-04-2021 22:00,13.698
17-04-2021 23:00,13.14711765
18-04-2021 00:00,13.33011765
18-04-2021 01:00,13.57417647
18-04-2021 02:00,12.97141176
18-04-2021 03:00,12.21417647
18-04-2021 04:00,11.48770588
18-04-2021 05:00,11.02088235
18-04-2021 06:00,10.77570588
18-04-2021 07:00,10.205
18-04-2021 08:00,10.02376471
18-04-2021 09:00,9.301
18-04-2021 10:00,9.187588235
18-04-2021 11:00,9.480705882
18-04-2021 12:00,9.352647059
18-04-2021 13:00,9.114235294
18-04-2021 14:00,9.007882353
18-04-2021 15:00,8.905823529
18-04-2021 16:00,8.775470588
18-04-2021 17:00,9.016588235
18-04-2021 18:00,9.134411765
18-04-2021 19:00,9.730882353
18-04-2021 20:00,10.73258824
18-04-2021 21:00,11.06594118
18-04-2021 22:00,11.76811765
18-04-2021 23:00,12.02682353
19-04-2021 00:00,12.83317647
19-04-2021 01:00,12.88411765
19-04-2021 02:00,13.13664706
19-04-2021 03:00,13.55529412
19-04-2021 04:00,13.54611765
19-04-2021 05:00,14.36082353
19-04-2021 06:00,14.38688235
19-04-2021 07:00,14.64276471
19-04-2021 08:00,15.04452941
19-04-2021 09:00,14.94694118
19-04-2021 10:00,14.91182353
19-04-2021 11:00,15.39605882
19-04-2021 12:00,15.62029412
19-04-2021 13:00,15.12335294
19-04-2021 14:00,15.90505882
19-04-2021 15:00,15.81817647
19-04-2021 16:00,15.29405882
19-04-2021 17:00,15.202
19-04-2021 18:00,15.718
19-04-2021 19:00,15.89658824
19-04-2021 20:00,15.44564706
19-04-2021 21:00,16.30852941
19-04-2021 22:00,15.55029412
19-04-2021 23:00,15.31870588
20-04-2021 00:00,15.16564706
20-04-2021 01:00,15.80535294
20-04-2021 02:00,16.51858824
20-04-2021 03:00,16.17217647
20-04-2021 04:00,15.71794118
20-04-2021 05:00,15.50817647
20-04-2021 06:00,15.50141176
20-04-2021 07:00,15.18823529
20-04-2021 08:00,15.70170588
20-04-2021 09:00,16.21064706
20-04-2021 10:00,15.81694118
20-04-2021 11:00,15.77105882
20-04-2021 12:00,15.71147059
20-04-2021 13:00,15.38929412
20-04-2021 14:00,14.286
20-04-2021 15:00,13.98252941
20-04-2021 16:00,13.77805882
20-04-2021 17:00,12.98935294
20-04-2021 18:00,12.54782353
20-04-2021 19:00,11.77117647
20-04-2021 20:00,11.27082353
20-04-2021 21:00,11.11429412
20-04-2021 22:00,10.85011765
20-04-2021 23:00,10.83588235
21-04-2021 00:00,10.52152941
21-04-2021 01:00,10.37247059
21-04-2021 02:00,9.909352941
21-04-2021 03:00,10.35788235
21-04-2021 04:00,10.23370588
21-04-2021 05:00,10.763
21-04-2021 06:00,10.86605882
21-04-2021 07:00,11.03652941
21-04-2021 08:00,11.56958824
21-04-2021 09:00,12.09017647
21-04-2021 10:00,12.37552941
21-04-2021 11:00,12.16705882
21-04-2021 12:00,12.59441176
21-04-2021 13:00,13.33794118
21-04-2021 14:00,13.14323529
21-04-2021 15:00,13.59547059
21-04-2021 16:00,13.665
21-04-2021 17:00,13.449
21-04-2021 18:00,13.28194118
21-04-2021 19:00,13.65411765
21-04-2021 20:00,13.77458824
21-04-2021 21:00,13.56158824
21-04-2021 22:00,13.41770588
21-04-2021 23:00,13.50747059
22-04-2021 00:00,13.21852941
22-04-2021 01:00,13.27941176
22-04-2021 02:00,13.29888235
22-04-2021 03:00,13.62241176
22-04-2021 04:00,13.27588235
22-04-2021 05:00,13.22911765
22-04-2021 06:00,13.22817647
22-04-2021 07:00,13.34341176
22-04-2021 08:00,12.96847059
22-04-2021 09:00,13.43135294
22-04-2021 10:00,13.87358824
22-04-2021 11:00,13.62941176
22-04-2021 12:00,13.39735294
22-04-2021 13:00,12.82388235
22-04-2021 14:00,12.755
22-04-2021 15:00,12.98358824
22-04-2021 16:00,13.17152941
22-04-2021 17:00,14.03317647
22-04-2021 18:00,13.92370588
22-04-2021 19:00,13.66817647
22-04-2021 20:00,14.22805882
22-04-2021 21:00,14.69729412
22-04-2021 22:00,14.90494118
22-04-2021 23:00,15.13147059
23-04-2021 00:00,15.45488235
23-04-2021 01:00,15.68541176
23-04-2021 02:00,15.74164706
23-04-2021 03:00,15.58370588
23-04-2021 04:00,15.49494118
23-04-2021 05:00,15.86023529
23-04-2021 06:00,15.89241176
23-04-2021 07:00,15.63488235
23-04-2021 08:00,14.84805882
23-04-2021 09:00,14.78264706
23-04-2021 10:00,13.82688235
23-04-2021 11:00,13.73752941
23-04-2021 12:00,13.57782353
23-04-2021 13:00,13.20829412
23-04-2021 14:00,13.27817647
23-04-2021 15:00,12.78476471
23-04-2021 16:00,12.16682353
23-04-2021 17:00,11.71211765
23-04-2021 18:00,11.50123529
23-04-2021 19:00,10.91264706
23-04-2021 20:00,11.00323529
23-04-2021 21:00,11.08935294
23-04-2021 22:00,10.75411765
23-04-2021 23:00,10.76429412
24-04-2021 00:00,10.99535294
24-04-2021 01:00,11.15917647
24-04-2021 02:00,11.07170588
24-04-2021 03:00,11.37458824
24-04-2021 04:00,11.22982353
24-04-2021 05:00,11.37258824
24-04-2021 06:00,10.68564706
24-04-2021 07:00,10.15552941
24-04-2021 08:00,10.14052941
24-04-2021 09:00,10.09964706
24-04-2021 10:00,10.00488235
24-04-2021 11:00,10.03935294
24-04-2021 12:00,9.800470588
24-04-2021 13:00,9.425117647
24-04-2021 14:00,9.288117647
24-04-2021 15:00,9.343058824
24-04-2021 16:00,9.150235294
24-04-2021 17:00,8.855705882
24-04-2021 18:00,8.520411765
24-04-2021 19:00,8.445647059
24-04-2021 20:00,8.122058824
24-04-2021 21:00,7.783941176
24-04-2021 22:00,7.287764706
24-04-2021 23:00,7.119823529
25-04-2021 00:00,6.789176471
25-04-2021 01:00,6.360470588
25-04-2021 02:00,6.006235294
25-04-2021 03:00,7.861857143
25-04-2021 04:00,6.880285714
25-04-2021 05:00,5.588
25-04-2021 06:00,4.964285714
25-04-2021 07:00,4.690571429
25-04-2021 08:00,4.396857143
25-04-2021 09:00,4.257428571
25-04-2021 10:00,5.656857143
25-04-2021 11:00,7.110285714
25-04-2021 12:00,8.753571429
25-04-2021 13:00,10.17842857
25-04-2021 14:00,10.99614286
25-04-2021 15:00,13.96671429
25-04-2021 16:00,13.02214286
25-04-2021 17:00,13.15714286
25-04-2021 18:00,12.62714286
25-04-2021 19:00,12.37685714
25-04-2021 20:00,11.95242857
25-04-2021 21:00,12.41728571
25-04-2021 22:00,11.749
25-04-2021 23:00,11.80057143
26-04-2021 00:00,11.66442857
26-04-2021 01:00,11.693
26-04-2021 02:00,12.16714286
26-04-2021 03:00,12.66485714
26-04-2021 04:00,6.914941176
26-04-2021 05:00,7.461176471
26-04-2021 06:00,8.081588235
26-04-2021 07:00,8.464705882
26-04-2021 08:00,9.038941176
26-04-2021 09:00,9.462941176
26-04-2021 10:00,9.995529412
26-04-2021 11:00,10.95035294
26-04-2021 12:00,11.51464706
26-04-2021 13:00,12.08035294
26-04-2021 14:00,12.46641176
26-04-2021 15:00,12.29588235
26-04-2021 16:00,12.34858824
26-04-2021 17:00,12.47564706
26-04-2021 18:00,12.44070588
26-04-2021 19:00,12.59958824
26-04-2021 20:00,12.94876471
26-04-2021 21:00,12.19817647
26-04-2021 22:00,12.55123529
26-04-2021 23:00,12.41294118
27-04-2021 00:00,12.652
27-04-2021 01:00,13.11847059
27-04-2021 02:00,13.38205882
27-04-2021 03:00,13.44364706
27-04-2021 04:00,12.89088235
27-04-2021 05:00,13.31447059
27-04-2021 06:00,13.18394118
27-04-2021 07:00,13.53482353
27-04-2021 08:00,13.63223529
27-04-2021 09:00,13.50094118
27-04-2021 10:00,13.29805882
27-04-2021 11:00,13.18417647
27-04-2021 12:00,13.36547059
27-04-2021 13:00,13.48658824
27-04-2021 14:00,13.62464706
27-04-2021 15:00,13.53964706
27-04-2021 16:00,13.85176471
27-04-2021 17:00,13.76788235
27-04-2021 18:00,13.29370588
27-04-2021 19:00,13.61588235
27-04-2021 20:00,13.48435294
27-04-2021 21:00,13.84252941
27-04-2021 22:00,13.59211765
27-04-2021 23:00,13.82041176
28-04-2021 00:00,13.78423529
28-04-2021 01:00,13.67758824
28-04-2021 02:00,13.75835294
28-04-2021 03:00,13.87594118
28-04-2021 04:00,14.43729412
28-04-2021 05:00,14.29241176
28-04-2021 06:00,13.50564706
28-04-2021 07:00,12.91352941
28-04-2021 08:00,12.43488235
28-04-2021 09:00,11.83741176
28-04-2021 10:00,11.36147059
28-04-2021 11:00,11.31658824
28-04-2021 12:00,10.33182353
28-04-2021 13:00,9.940764706
28-04-2021 14:00,9.254882353
28-04-2021 15:00,9.003117647
28-04-2021 16:00,9.771352941
28-04-2021 17:00,9.431941176
28-04-2021 18:00,9.254941176
28-04-2021 19:00,9.182176471
28-04-2021 20:00,9.680588235
28-04-2021 21:00,9.181
28-04-2021 22:00,9.419647059
28-04-2021 23:00,10.05923529
29-04-2021 00:00,10.31123529
29-04-2021 01:00,10.58364706
29-04-2021 02:00,11.64182353
29-04-2021 03:00,12.38305882
29-04-2021 04:00,12.39323529
29-04-2021 05:00,13.00317647
29-04-2021 06:00,13.60888235
29-04-2021 07:00,13.95658824
29-04-2021 08:00,14.04264706
29-04-2021 09:00,13.09717647
29-04-2021 10:00,13.95294118
29-04-2021 11:00,14.13582353
29-04-2021 12:00,14.33417647
29-04-2021 13:00,13.74035294
29-04-2021 14:00,13.93447059
29-04-2021 15:00,13.54358824
29-04-2021 16:00,13.94358824
29-04-2021 17:00,14.50023529
29-04-2021 18:00,14.38617647
29-04-2021 19:00,13.69564706
29-04-2021 20:00,13.43317647
29-04-2021 21:00,13.53388235
29-04-2021 22:00,13.43629412
29-04-2021 23:00,13.75011765
30-04-2021 00:00,14.22764706
30-04-2021 01:00,14.39741176
30-04-2021 02:00,14.81676471
30-04-2021 03:00,14.50305882
30-04-2021 04:00,14.17723529
30-04-2021 05:00,14.16194118
30-04-2021 06:00,14.19152941
30-04-2021 07:00,13.97935294
30-04-2021 08:00,13.88105882
30-04-2021 09:00,13.38347059
30-04-2021 10:00,13.33829412
30-04-2021 11:00,13.47176471
30-04-2021 12:00,13.58705882
30-04-2021 13:00,14.13570588
30-04-2021 14:00,14.86652941
30-04-2021 15:00,14.98347059
30-04-2021 16:00,14.64847059
30-04-2021 17:00,14.24341176
30-04-2021 18:00,13.60894118
30-04-2021 19:00,13.12494118
30-04-2021 20:00,12.83323529
30-04-2021 21:00,12.71847059
30-04-2021 22:00,12.07917647
30-04-2021 23:00,11.82458824
01-05-2021 00:00,12.02617647
01-05-2021 01:00,11.80941176
01-05-2021 02:00,12.32052941
01-05-2021 03:00,12.42988235
01-05-2021 04:00,12.26970588
01-05-2021 05:00,12.07041176
01-05-2021 06:00,11.61664706
01-05-2021 07:00,11.10970588
01-05-2021 08:00,11.11947059
01-05-2021 09:00,11.01664706
01-05-2021 10:00,11.56429412
01-05-2021 11:00,12.25994118
01-05-2021 12:00,12.44888235
01-05-2021 13:00,12.75535294
01-05-2021 14:00,13.077
01-05-2021 15:00,13.66429412
01-05-2021 16:00,14.65247059
01-05-2021 17:00,14.99788235
01-05-2021 18:00,16.03694118
01-05-2021 19:00,15.53676471
01-05-2021 20:00,15.34864706
01-05-2021 21:00,15.53594118
01-05-2021 22:00,15.43994118
01-05-2021 23:00,15.546
02-05-2021 00:00,15.62976471
02-05-2021 01:00,16.10017647
02-05-2021 02:00,16.09611765
02-05-2021 03:00,15.39770588
02-05-2021 04:00,15.85805882
02-05-2021 05:00,15.67464706
02-05-2021 06:00,15.46205882
02-05-2021 07:00,16.47576471
02-05-2021 08:00,16.48676471
02-05-2021 09:00,15.78776471
02-05-2021 10:00,15.52964706
02-05-2021 11:00,15.45405882
02-05-2021 12:00,15.60594118
02-05-2021 13:00,15.55564706
02-05-2021 14:00,16.49923529
02-05-2021 15:00,17.21611765
02-05-2021 16:00,16.98947059
02-05-2021 17:00,16.74358824
02-05-2021 18:00,17.00905882
02-05-2021 19:00,17.47035294
02-05-2021 20:00,17.77188235
02-05-2021 21:00,17.80417647
02-05-2021 22:00,17.72388235
02-05-2021 23:00,17.32676471
03-05-2021 00:00,15.80058824
03-05-2021 01:00,15.38288235
03-05-2021 02:00,14.84158824
03-05-2021 03:00,14.57058824
03-05-2021 04:00,13.54494118
03-05-2021 05:00,13.84905882
03-05-2021 06:00,14.10041176
03-05-2021 07:00,13.33194118
03-05-2021 08:00,12.62317647
03-05-2021 09:00,12.41394118
03-05-2021 10:00,12.56105882
03-05-2021 11:00,11.90529412
03-05-2021 12:00,12.11823529
03-05-2021 13:00,11.86211765
03-05-2021 14:00,11.29547059
03-05-2021 15:00,11.60441176
03-05-2021 16:00,11.726
03-05-2021 17:00,12.27
03-05-2021 18:00,12.753
03-05-2021 19:00,14.053
03-05-2021 20:00,14.097
03-05-2021 21:00,14.42258824
03-05-2021 22:00,14.53882353
03-05-2021 23:00,14.33835294
04-05-2021 00:00,14.08805882
04-05-2021 01:00,14.78141176
04-05-2021 02:00,15.36223529
04-05-2021 03:00,14.97094118
04-05-2021 04:00,15.13994118
04-05-2021 05:00,14.60152941
04-05-2021 06:00,14.67317647
04-05-2021 07:00,14.52952941
04-05-2021 08:00,14.71723529
04-05-2021 09:00,15.03752941
04-05-2021 10:00,14.68
04-05-2021 11:00,14.576
04-05-2021 12:00,14.05705882
04-05-2021 13:00,13.83364706
04-05-2021 14:00,13.81511765
04-05-2021 15:00,13.555
04-05-2021 16:00,13.62076471
04-05-2021 17:00,13.58676471
04-05-2021 18:00,13.43141176
04-05-2021 19:00,13.16652941
04-05-2021 20:00,13.48258824
04-05-2021 21:00,12.98258824
04-05-2021 22:00,13.54276471
04-05-2021 23:00,13.59688235
05-05-2021 00:00,13.55358824
05-05-2021 01:00,13.21205882
05-05-2021 02:00,13.10123529
05-05-2021 03:00,13.63905882
05-05-2021 04:00,14.02117647
05-05-2021 05:00,14.59752941
05-05-2021 06:00,15.33658824
05-05-2021 07:00,15.41517647
05-05-2021 08:00,15.158
05-05-2021 09:00,14.71588235
05-05-2021 10:00,14.823
