datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4,total,new
2007-06-02,1484.362,166.108,337635.4,6442.6,3971,1250,7633,11885.366648,128.54,12.1335294117647
2007-06-03,2108.026,182.458000000001,338057.820000001,9148.2,4985,7529,8334,14285.7665906,208.48,12.7261176470588
2007-06-04,911.617999999999,223.191999999999,338037.22,4064,1585,836,4533,8239.63332360001,69.54,12.2352352941176
2007-06-05,1458.892,255.692,337957.58,6429.80000000001,4484,1027,6448,12355.8667044,119.59,12.219
2007-06-06,1693.942,231.132,337857.74,7352.79999999999,3329,829,11663,12411.3666557,158.21,12.2811764705882
2007-06-07,985.002000000001,172.334,337649.48,4294.59999999999,985,699,3959,10773.6999959,56.43,12.0526470588235
2007-06-08,2148.046,229.732000000001,340124.32,9285.4,2799,11440,11380,10181.7666909,256.19,13.0372352941176
2007-06-09,1137.136,232.936,346542.8,4891.59999999999,990,825,7254,9883.2667145,90.69,12.8138235294118
2007-06-10,1340.812,239.092,346815.77,5768.2,4202,1924,5983,10237.86666903,121.09,12.9486470588235
2007-06-11,794.653999999999,194.634,346833.719999999,3481.80000000003,0,487,5328,7429.23334039002,58.15,12.3974705882353
2007-06-12,918.765999999999,216.416,345923.85,4116.39999999998,1882,475,3898,9057.76668346001,62.55,11.9562941176471
2007-06-13,927.272,208.26,346172.55,4057.20000000002,957,857,5216,8424.53331998,70.3,11.1731176470588
2007-06-14,1259.084,231.696,345380.81,5447.99999999999,3322,2147,7054,8461.73333736001,125.23,11.0501764705882
2007-06-15,989.604,251.762,346268.71,4415.4,2269,4011,4547,5666.39999398001,108.27,11.3200588235294
2007-06-16,2017.762,307.557999999999,344882.44,8603.99999999999,3289,4498,11108,14734.36665943,188.95,11.4902352941176
2007-06-17,1947.09,239.814,345915.619999999,8307.80000000002,4124,5038,8734,14555.499995534,178.96,12.2509411764706
2007-06-18,678.474000000002,180.81,346717.73,2993.40000000001,0,529,4241,6537.90000231998,47.7,12.0521764705882
2007-06-19,842.555999999999,187.986,345985.65,3683.20000000001,973,535,4357,8177.60000782999,58.65,11.6410588235294
2007-06-20,1074.286,227.302,345824.879999999,4761.80000000001,1761,2588,5106,8449.76665283,94.55,10.9708823529412
2007-06-21,806.945999999999,222.546,346427.92,3601.19999999999,932,2400,3711,6406.10001840001,70.43,10.9761176470588
2007-06-22,566.293999999999,208.526,346803.31,2602.59999999999,0,951,3482,5005.23336869997,44.33,10.5334117647059
2007-06-23,477.566000000001,193.12,346059.31,2211.39999999998,0,786,2402,4771.43334940001,31.88,9.79029411764706
2007-06-24,714.655999999997,179.362,347230.39,3179,0,791,3449,7670.93330720001,42.4,9.70776470588236
2007-06-25,1072.202,197.27,346208.06,4679.99999999998,1985,3621,4816,7448.03331867001,104.22,8.81382352941177
2007-06-26,944.907999999997,182.42,345736.09,4142.99999999999,971,1334,5231,8212.46667161,75.36,8.72364705882353
2007-06-27,1480.826,206.997999999999,345252.110000001,6377.99999999997,2603,6451,7270,8356.43331921,163.24,8.97158823529412
2007-06-28,1295.438,217.446,344770.08,5601.00000000001,0,4368,9541,7681.63335341001,139.09,9.44770588235295
2007-06-29,1305.634,206.526,345860.84,5679.40000000001,4363,668,6815,9914.56662629,118.46,9.77658823529412
2007-06-30,1335.314,188.354,345616.72,5718.99999999999,3049,792,8376,10038.2333638,122.17,10.0817058823529
2007-07-01,1026.664,172.448,345696.7,4436.19999999999,969,736,4690,10716.0666732,63.95,9.72123529411765
2007-07-02,967.031999999998,176.924,346567.41,4215.99999999998,1018,5281,3445,6373.19999784002,97.44,9.65752941176471
2007-07-03,1059.912,180.338,345869.19,4652.20000000001,467,3214,4695,9289.19997140001,83.76,9.03876470588236
2007-07-04,1003.41,253.333999999999,346549.87,4457.39999999999,2329,2218,5632,6544.49999729999,101.79,8.58482352941177
2007-07-05,1057.29,246.716000000001,346240,4655.8,2922,770,3973,9956.50000070002,76.65,8.75511764705883
2007-07-06,1069.524,219.35,346463.21,4706.8,2826,3563,4005,7431.40000147001,103.94,9.02152941176471
2007-07-07,1358.206,214.044,345470.6,5810.19999999999,997,3047,10177,8415.76667735998,142.21,9.30188235294118
2007-07-08,1089.08,196.920000000001,346088.01,4736.59999999999,1825,2831,5277,8218.33331863,99.33,9.47188235294118
2007-07-09,1180.158,172.422,346489.41,5063.39999999999,923,594,9386,8766.30001950001,109.03,9.8524705882353
2007-07-10,908.323999999997,176.244,345575.6,4011.99999999999,67,2227,4631,8213.73331269999,69.25,10.0722941176471
2007-07-11,722.351999999995,153.856,347083.25,3167.19999999998,1015,647,5284,5093.20000395998,69.46,10.2314705882353
2007-07-12,1069.582,209.098,346701.05,4656.4,1029,2550,6419,7828.3666737,99.98,10.2065294117647
2007-07-13,794.382000000002,206.694,346830.920000001,3529.19999999997,0,633,4427,8179.6999823,50.6,10.0608823529412
2007-07-14,1288.17,258.45,347460.31,5607.39999999999,3775,1968,6604,9122.49998799999,123.47,9.82694117647059
2007-07-15,1041.71,258.098,346398.74,4596.6,973,934,5791,9663.83330709999,76.98,9.46158823529412
2007-07-16,853.674,233.96,340570.42,3831.2,830,695,4176,8526.90001820002,57.01,9.10011764705883
2007-07-17,719.632000000003,176.088,338027.41,3277.79999999999,848,694,3335,7116.86668538001,48.77,8.66835294117647
2007-07-18,757.082000000002,156.514000000001,332767.05,3437.00000000003,909,671,4628,6410.03332010001,62.08,8.65735294117647
2007-07-19,677.886000000001,187.012,337337.08,3087.19999999998,1068,703,3130,6397.09999959999,49.01,8.3724705882353
2007-07-20,1110.422,223.118,339219.22,4970.40000000001,2111,2418,4765,9213.03335019999,92.94,8.4264705882353
2007-07-21,1060.248,236.158,337329.54,4739.80000000001,428,512,7756,8974.80002362001,86.96,8.33923529411765
2007-07-22,1377.692,218.336000000001,339785.02,6090.19999999999,7091,2136,5580,8154.5333591,148.07,8.75935294117647
2007-07-23,991.018,143.77,337681.25,4429.40000000001,1747,1288,3847,9634.96665159998,68.82,8.55276470588236
2007-07-24,825.284000000001,112.81,338922.78,3673.4,0,1607,5599,6548.733340845,72.06,8.14011764705882
2007-07-25,472.560000000004,108.234,339323.11,2130.19999999998,0,151,2333,5392.00001396002,24.84,7.70194117647059
2007-07-26,924.500000000002,115.092,338318.959999999,4086.99999999999,975,3633,4346,6454.33333149999,89.54,7.58729411764706
2007-07-27,1202.514,120.456,339197.300000001,5217.6,1837,49,7157,10998.90000756,90.43,7.71188235294118
2007-07-28,1621.862,178.73,339130.42,7115.99999999999,907,10265,6559,9300.03337184001,177.31,8.34629411764706
2007-07-29,321.116000000001,118.576,339425.33,1488.2,0,0,1288,4063.9333203,12.88,7.83394117647059
2007-07-30,466.815999999998,129.492,339163.53,2112.79999999999,0,0,2528,5252.26667534001,25.28,7.685
2007-07-31,812.331999999999,145.786,338277.33,3603.59999999999,3277,0,3575,6686.86667306501,68.52,7.36176470588235
2007-08-01,1064.464,144.958,338375.4,4636.79999999995,1583,0,9812,6346.06664673998,113.95,7.57923529411765
2007-08-02,1019.416,144.953999999999,338193.49,4445.40000000002,482,0,6869,9639.26665019999,73.51,7.67629411764706
2007-08-03,1063.364,125.388,337659.27,4618.4,958,0,9139,7625.73331199999,100.97,7.98335294117647
2007-08-04,1144.99,139.226,338770.4,4971.39999999998,552,398,7966,10167.16668552,89.16,8.14264705882353
2007-08-05,787.097999999996,151.254,338565.99,3509.00000000004,169,0,6647,6302.29999409998,68.16,8.25529411764706
2007-08-06,1089.72,154.434,337971.950000001,4776.60000000002,1096,0,7985,9080.99998530005,90.81,8.24276470588235
2007-08-07,1483.58,131.182,337757.59,6373.39999999995,437,2168,9042,13079.3333243,116.47,8.41635294117647
2007-08-08,1125.48199999999,119.096,337697.82,4868.00000000008,1055,1111,9660,6932.03333654003,118.26,8.241
2007-08-09,1071.68,109.473999999999,337268.72,4712.19999999991,182,4515,6646,6518.33331139996,113.43,8.50341176470589
2007-08-10,1028.01,117.656,337663.89,4506.79999999999,336,2651,8287,5859.49999011601,112.74,8.74270588235295
2007-08-11,1091.65,115.77,338371.46,4731.39999999996,1180,910,10339,5765.16663992999,124.29,9.32770588235295
2007-08-12,1241.904,127.776,339357.39,5389.60000000004,1123,1156,8582,9837.40000684,108.61,9.43988235294118
2007-08-13,1153.012,130.94,338711.86,4966.19999999996,93,476,11101,7546.86669290998,116.7,9.59441176470589
2007-08-14,941.190000000001,132.01,341390,4109.99999999997,951,685,6256,7794.50001344001,78.92,9.01564705882353
2007-08-15,1191.85999999999,159.764,345590.510000001,5100.59999999994,338,508,9787,9231.33333520001,106.33,9.56535294117647
2007-08-16,958.495999999993,131.532,345222.23,4095.20000000004,962,0,7476,7536.93333020002,84.38,9.913
2007-08-17,1009.89200000001,127.388,346311.43,4293.40000000001,244,0,7769,8818.53329589993,80.13,9.98129411764706
2007-08-18,347.96,119.24,347442.67,1553.60000000001,0,0,1830,3969.33331540001,18.3,9.41864705882353
2007-08-19,1422.294,160.018,345533.28,6137.2,1025,8912,5989,7778.89997472,159.26,9.92305882352941
2007-08-20,1338.842,155.88,347473,5707.20000000001,1032,6965,7383,6934.03335471001,153.8,10.2338235294118
2007-08-21,642.556000000002,157.308,346425.200000001,2824.00000000001,0,38,3296,7375.2666688,33.34,9.9054705882353
2007-08-22,1209.808,154.288,346776.94,5142.60000000003,3048,1836,7241,8038.46664467999,121.25,10.2177647058824
2007-08-23,1112.312,157.954,346532.119999999,4795.59999999999,2502,259,5342,10435.5333337,81.03,10.1602352941177
2007-08-24,1656.422,262.692,346313.34,7107.59999999999,1891,3782,9944,11990.03333257,156.17,10.3937647058824
2007-08-25,1150.88,272.548,345398.149999999,5117.40000000003,4149,2191,5678,7163.33333221,120.18,10.4050588235294
2007-08-26,1314.906,299.388,345529.32,5778.19999999999,1541,3645,5658,11071.0999957,108.44,10.3757058823529
2007-08-27,1211.73,299.084000000001,345489.96,5315.40000000005,2305,1229,6344,10317.49998612,98.78,10.2935882352941
2007-08-28,997.003999999999,181.114,344951.82,4314.39999999999,1038,2468,5483,7627.73334570001,89.89,10.0912352941176
2007-08-29,747.992000000001,175.426,346672.79,3282.60000000002,957,562,4932,6015.53331426,64.51,9.83182352941177
2007-08-30,1202.458,191.048,346425.370000001,5190.20000000002,3822,2580,4221,9417.96668439,106.23,9.77023529411765
2007-08-31,1279.822,187.256,345579.409999999,5455.40000000001,1200,666,8738,10726.36667914,106.04,9.92976470588236
2007-09-01,1701.486,289.846,344672.27,7294.19999999999,2497,569,9733,15559.1000179,127.99,10.0571764705882
2007-09-02,1662.468,231.598,345665.279999999,7224.8,3613,1617,8806,13671.79997562,140.36,10.3864705882353
2007-09-03,1038.922,188.422,345053.3,4508.19999999998,621,2515,5323,8856.36668420002,84.59,10.4127058823529
2007-09-04,1584.944,179.626,345109.92,6848.59999999998,2928,3501,9821,10165.73331388,162.5,11.2609411764706
2007-09-05,1236.572,148.864,344373.35,5324.6,0,4144,6705,9760.53332500998,108.49,10.9622941176471
